cliente_id,primeiro_nome,ultimo_nome,email,telefone,segmento_rfm,data_primeira_compra,data_ultima_compra,total_compras,lifetime_value,permite_email,permite_sms,permite_push,status_ativo,data_criacao
798,Pietro,Sales,pietro.sales486@uol.com.br,(84) 99337-5636,novo,,,0,0.0,True,False,False,True,2026-01-27 00:00:00+00:00
799,Léo,Abreu,léo.abreu658@terra.com.br,,dormant,2025-10-05,2025-10-05,1,322.02,True,False,False,True,2024-11-17 00:00:00+00:00
800,Antônio,Barbosa,antônio.barbosa803@terra.com.br,(11) 900000800,regular,2025-11-10,2026-06-19,4,1920.56,True,False,False,True,2025-06-15 00:00:00+00:00
801,Caio,Alves,caio.alves120@uol.com.br,(11) 900000801,dormant,2025-04-27,2025-04-27,1,91.01,True,False,False,True,2025-02-07 00:00:00+00:00
802,Luiz Henrique,Costa,luiz henrique.costa448@gmail.com,(11) 900000802,regular,2025-12-14,2026-04-25,3,733.63,True,False,True,True,2025-08-30 00:00:00+00:00
803,Ana Laura,,ana laura.marques541@uol.com.br,(47) 95289-6112,novo,,,0,0.0,False,False,False,True,2026-01-23 00:00:00+00:00
804,José Pedro,,josé pedro.vieira55@uol.com.br,(11) 900000804,regular,2025-10-28,2026-06-11,3,1390.91,False,True,False,True,2025-07-09 00:00:00+00:00
805,Marcos Vinicius,Nascimento,marcos vinicius.nascimento260@bol.com.br,(11) 900000805,regular,2025-10-14,2026-05-21,4,834.43,False,False,False,True,2025-05-27 00:00:00+00:00
806,Otto,Siqueira,otto.siqueira739@hotmail.com,(85) 99128-6857,dormant,2025-09-22,2025-09-22,1,207.43,True,False,True,True,2024-03-12 00:00:00+00:00
807,Rafaela,Martins,rafaela.martins738@yahoo.com.br,(32) 95877-7496,premium,2025-09-07,2026-06-27,6,10633.63,False,False,True,True,2024-01-08 00:00:00+00:00
808,Brayan,Costela,brayan.costela876@uol.com.br,(11) 900000808,dormant,2024-07-27,2024-07-27,1,439.58,True,False,True,True,2025-03-07 00:00:00+00:00
809,Levi,Freitas,levi.freitas456@bol.com.br,(11) 900000809,regular,2025-11-23,2026-05-18,2,1973.12,True,False,False,True,2025-09-26 00:00:00+00:00
810,Bryan,Martins,bryan.martins460@icloud.com,(37) 96776-6575,regular,2025-07-27,2026-05-14,4,1221.09,True,False,True,True,2025-10-02 00:00:00+00:00
811,Yago,Garcia,yago.garcia614@gmail.com,(11) 900000811,regular,2026-02-14,2026-06-09,2,1126.46,True,True,False,True,2025-04-29 00:00:00+00:00
812,Olivia,Nogueira,olivia.812@exemplo.com.br,(14) 93111-5083,dormant,2024-09-10,2024-09-10,1,458.43,True,False,False,True,2024-03-06 00:00:00+00:00
813,Brenda,Costa,brenda.costa686@terra.com.br,(11) 900000813,regular,2026-02-09,2026-06-04,4,714.62,True,False,False,True,2025-08-12 00:00:00+00:00
814,Ana Clara,da Paz,ana clara.dapaz864@terra.com.br,(63) 96907-8263,dormant,2025-07-26,2025-07-26,1,484.08,True,False,False,True,2024-11-24 00:00:00+00:00
815,Rafael,Silveira,rafael.silveira221@uol.com.br,(86) 93898-7751,regular,2026-02-11,2026-04-19,3,1221.18,True,False,False,True,2025-07-08 00:00:00+00:00
816,Ana Sophia,Correia,ana sophia.correia583@outlook.com.br,(66) 93778-0529,dormant,2025-03-19,2025-03-19,1,205.82,True,False,False,True,2024-01-08 00:00:00+00:00
817,José Miguel,das Neves,josé miguel.dasneves726@gmail.com,(93) 95536-6684,regular,2025-09-11,2026-05-29,4,1817.8,True,True,False,True,2025-08-20 00:00:00+00:00
818,Aylla,,aylla.pastor274@gmail.com,(11) 900000818,dormant,2024-08-17,2024-08-17,1,68.85,True,True,False,True,2024-06-28 00:00:00+00:00
819,Giovanna,,giovanna.costela706@outlook.com.br,,dormant,2024-07-20,2024-07-20,1,379.6,True,False,True,True,2024-10-25 00:00:00+00:00
820,Davi Lucas,Nascimento,davi lucas.nascimento940@outlook.com.br,(11) 900000820,premium,2024-07-20,2026-06-02,12,4785.53,True,False,True,True,2025-05-21 00:00:00+00:00
821,Gustavo Henrique,Rocha,gustavo henrique.rocha855@icloud.com,(11) 900000821,dormant,2025-09-10,2025-09-10,1,372.36,True,False,False,True,2024-06-12 00:00:00+00:00
822,Alice,Costela,alice.costela334@uol.com.br,(18) 98170-5802,novo,,,0,0.0,True,True,False,True,2026-04-16 00:00:00+00:00
823,Beatriz,Jesus,beatriz.jesus217@outlook.com.br,(11) 900000823,premium,2024-09-14,2026-06-06,8,7141.24,True,False,False,True,2024-01-09 00:00:00+00:00
824,José Pedro,Costela,josé pedro.costela588@bol.com.br,(71) 97299-4938,novo,,,0,0.0,True,False,False,True,2026-05-21 00:00:00+00:00
825,Maria Cecília,da Mota,maria cecília.damota140@uol.com.br,(11) 900000825,novo,,,0,0.0,True,False,False,True,2026-01-26 00:00:00+00:00
826,Mariane,Marques,mariane.marques849@live.com,(11) 900000826,premium,2025-08-08,2026-06-18,16,7769.19,True,False,False,True,2025-04-02 00:00:00+00:00
827,Kamilly,da Cruz,kamilly.dacruz985@yahoo.com.br,(71) 97629-1603,premium,2025-09-21,2026-06-28,15,7118.35,True,False,False,True,2024-09-15 00:00:00+00:00
828,Levi,da Mota,levi.damota463@icloud.com,(18) 91376-8151,regular,2026-03-11,2026-04-04,2,1795.37,True,False,True,True,2025-08-25 00:00:00+00:00
829,Gustavo Henrique,Montenegro,gustavo henrique.montenegro830@terra.com.br,(64) 97243-8070,dormant,2025-04-14,2025-04-14,1,52.4,True,False,False,True,2025-01-21 00:00:00+00:00
830,Diogo,Porto,diogo.porto764@live.com,(51) 95636-0041,dormant,2025-04-27,2025-04-27,1,337.25,True,True,False,True,2024-05-23 00:00:00+00:00
831,João Gabriel,Duarte,joão gabriel.duarte580@live.com,(89) 97118-3727,regular,2026-03-13,2026-05-28,2,1090.97,True,False,False,True,2025-06-26 00:00:00+00:00
832,Agatha,Castro,agatha.castro586@yahoo.com.br,(11) 900000832,dormant,2024-10-24,2024-10-24,1,55.13,True,False,False,True,2024-06-28 00:00:00+00:00
833,Eduardo,Rios,eduardo.rios844@gmail.com.br,(13) 92752-3083,regular,2025-10-04,2026-05-03,2,1966.57,True,False,True,True,2025-07-17 00:00:00+00:00
834,Luísa,Sampaio,luísa.sampaio969@gmail.com,(99) 91647-0900,regular,2025-09-08,2026-06-13,4,1641.02,True,True,False,True,2025-08-08 00:00:00+00:00
835,Gabriela,Vargas,gabriela.vargas483@uol.com.br,(11) 900000835,dormant,2024-09-13,2024-09-13,1,172.65,True,False,True,True,2025-04-10 00:00:00+00:00
836,Bárbara,Correia,bárbara.correia112@hotmail.com,(11) 900000836,dormant,2025-12-07,2025-12-07,1,206.7,True,True,False,True,2024-05-22 00:00:00+00:00
837,Ayla,Novais,ayla.novais909@uol.com.br,(11) 900000837,premium,2025-04-13,2026-06-09,5,3888.72,True,False,False,True,2024-10-05 00:00:00+00:00
838,Ayla,Cavalcanti,ayla.cavalcanti34@gmail.com,(62) 95063-7314,dormant,2024-09-27,2024-09-27,1,188.48,True,True,True,True,2025-01-19 00:00:00+00:00
839,Emilly,Aparecida,emilly.aparecida807@hotmail.com,(11) 900000839,regular,2026-03-17,2026-04-21,4,1089.1,True,True,False,True,2025-03-24 00:00:00+00:00
840,Theodoro,Brito,theodoro.brito427@terra.com.br,(54) 92525-7150,regular,2025-07-08,2026-06-07,4,1577.67,True,False,False,True,2025-03-11 00:00:00+00:00
841,Manuela,Garcia,manuela.garcia826@icloud.com,(11) 900000841,regular,2026-03-28,2026-05-01,2,1098.56,True,False,False,True,2025-02-03 00:00:00+00:00
842,Renan,Sousa,renan.sousa985@outlook.com.br,(11) 900000842,dormant,2025-08-05,2025-08-05,1,459.9,True,False,False,True,2024-04-10 00:00:00+00:00
843,Kevin,Garcia,kevin.843@exemplo.com.br,(11) 900000843,regular,2025-12-02,2026-05-01,2,1149.2,True,True,False,True,2025-01-30 00:00:00+00:00
844,Raquel,Vieira,raquel.vieira300@outlook.com.br,(17) 90355-3380,dormant,2025-03-05,2025-03-05,1,471.99,True,False,True,True,2024-10-26 00:00:00+00:00
845,Theo,Rodrigues,theo.rodrigues443@uol.com.br.br,(51) 98527-0171,novo,,,0,0.0,True,False,True,True,2026-02-24 00:00:00+00:00
846,Matheus,Aragão,matheus.846@exemplo.com.br,(11) 900000846,regular,2026-03-06,2026-06-12,4,984.35,True,False,False,True,2025-08-05 00:00:00+00:00
847,Emanuel,Lima,emanuel.lima446@live.com,(27) 92336-2934,dormant,2025-05-11,2025-05-11,1,234.14,True,False,False,True,2025-01-25 00:00:00+00:00
848,Allana,Oliveira,allana.oliveira817@live.com,(11) 900000848,novo,,,0,0.0,True,False,True,True,2026-06-11 00:00:00+00:00
849,Lunna,Lima,lunna.849@exemplo.com.br,(71) 92706-6149,novo,,,0,0.0,True,False,False,True,2026-03-13 00:00:00+00:00
850,Stephany,Cassiano,stephany.cassiano229@icloud.com,(11) 900000850,premium,2025-03-01,2026-06-14,9,5014.17,False,False,False,True,2025-02-20 00:00:00+00:00
851,Maria Luísa,Barbosa,maria luísa.barbosa649@terra.com.br,(11) 900000851,regular,2025-07-19,2026-04-02,4,840.33,True,False,True,True,2025-08-18 00:00:00+00:00
852,Mariane,Guerra,mariane.guerra318@outlook.com.br,(61) 95674-9160,regular,2026-01-18,2026-06-15,4,1258.38,True,False,True,True,2024-12-16 00:00:00+00:00
853,Josué,Gomes,josué.gomes787@yahoo.com.br,(11) 900000853,regular,2025-12-11,2026-06-06,3,1863.38,True,True,False,True,2024-12-17 00:00:00+00:00
854,Laís,Sousa,laís.sousa824@uol.com.br,(11) 900000854,dormant,2025-12-22,2025-12-22,1,253.13,True,True,False,True,2024-10-23 00:00:00+00:00
855,Juan,da Cunha,juan.dacunha938@uol.com.br,(11) 900000855,novo,,,0,0.0,False,False,False,True,2026-06-17 00:00:00+00:00
856,Marcos Vinicius,Lima,marcos vinicius.lima35@yahoo.com.br,(69) 94488-6946,regular,2025-10-25,2026-05-01,2,855.47,True,False,False,True,2025-06-01 00:00:00+00:00
857,Felipe,Caldeira,felipe.caldeira636@terra.com.br,(11) 900000857,dormant,2025-10-04,2025-10-04,1,413.24,True,True,False,True,2024-12-06 00:00:00+00:00
858,Gael,Azevedo,gael.azevedo778@outlook.com.br,(66) 94622-5223,dormant,2025-08-27,2025-08-27,1,414.82,True,True,False,True,2024-01-30 00:00:00+00:00
859,Mariah,Cirino,mariah.cirino16@icloud.com,(11) 900000859,dormant,2025-08-23,2025-08-23,1,373.76,True,True,True,True,2024-10-31 00:00:00+00:00
860,Valentim,Jesus,valentim.jesus48@live.com,(11) 900000860,dormant,2024-09-27,2024-09-27,1,379.54,True,False,False,True,2025-07-02 00:00:00+00:00
861,Caroline,Alves,caroline.alves277@uol.com.br,(87) 97100-4090,regular,2025-08-15,2026-04-24,3,1853.37,True,False,True,True,2024-12-04 00:00:00+00:00
862,Gael,Cunha,gael.cunha702@icloud.com,(11) 900000862,regular,2026-03-16,2026-06-23,3,1240.3,True,False,True,True,2025-06-19 00:00:00+00:00
863,Liz,Fernandes,liz.fernandes235@terra.com.br,(38) 95356-6905,novo,,,0,0.0,True,False,False,True,2026-03-22 00:00:00+00:00
864,Bianca,Brito,bianca.brito899@gmail.com,(81) 96209-1843,regular,2025-12-08,2026-06-23,2,1966.05,True,True,True,True,2024-12-02 00:00:00+00:00
865,Emilly,Machado,emilly.machado185@live.com,(97) 96305-0505,regular,2025-12-06,2026-04-21,2,1449.02,True,False,False,True,2025-07-26 00:00:00+00:00
866,Lívia,da Conceição,lívia.daconceição171@live.com,(62) 99156-7164,dormant,2025-11-06,2025-11-06,1,445.93,True,False,False,True,2025-01-06 00:00:00+00:00
867,Mathias,Silva,mathias.silva565@yahoo.com.br,(99) 99802-7148,dormant,2025-12-08,2025-12-08,1,425.97,True,False,False,True,2024-01-17 00:00:00+00:00
868,Maria Helena,Cavalcante,maria helena.cavalcante688@live.com,(11) 900000868,dormant,2025-09-20,2025-09-20,1,438.3,True,False,True,True,2024-12-14 00:00:00+00:00
869,Luara,Silva,luara.silva49@gmail.com,(11) 900000869,novo,,,0,0.0,True,False,False,True,2026-05-17 00:00:00+00:00
870,Sophie,Porto,sophie.porto650@live.com,(11) 900000870,novo,,,0,0.0,True,False,False,True,2026-04-11 00:00:00+00:00
871,Luiza,da Conceição,luiza.daconceição516@uol.com.br,(11) 900000871,dormant,2024-11-02,2024-11-02,1,60.16,True,False,False,True,2025-04-16 00:00:00+00:00
872,Igor,Oliveira,igor.oliveira460@terra.com.br,(11) 900000872,premium,2024-07-10,2026-06-14,24,11801.19,True,True,False,True,2024-03-16 00:00:00+00:00
873,Mateus,Gomes,mateus.gomes482@outlook.com.br,(31) 95289-9316,premium,2025-12-08,2026-06-09,21,14794.51,True,True,False,True,2024-08-24 00:00:00+00:00
874,Antony,Nascimento,antony.nascimento57@live.com,(28) 92437-7294,dormant,2024-12-30,2024-12-30,1,499.77,True,False,False,True,2024-07-29 00:00:00+00:00
875,João Vitor,Souza,joão vitor.souza846@gmail.com,,regular,2026-02-17,2026-05-29,3,1213.86,True,False,True,True,2025-05-03 00:00:00+00:00
876,Antonella,das Neves,antonella.dasneves120@icloud.com,(11) 900000876,regular,2026-03-12,2026-04-10,3,1070.29,True,False,False,True,2024-12-19 00:00:00+00:00
877,Brenda,Cassiano,brenda.cassiano521@uol.com.br,(11) 900000877,regular,2025-08-08,2026-06-07,2,1863.9,True,False,True,True,2025-09-18 00:00:00+00:00
878,Heloísa,Fernandes,heloísa.fernandes720@outlook.com.br,(86) 95661-8443,novo,,,0,0.0,True,False,False,True,2026-03-06 00:00:00+00:00
879,Ágatha,Gonçalves,ágatha.gonçalves163@hotmail.com,(11) 900000879,dormant,2025-06-17,2025-06-17,1,87.06,True,False,False,True,2024-02-22 00:00:00+00:00
880,Luísa,Sampaio,luísa.880@exemplo.com.br,(18) 92333-0591,regular,2025-12-16,2026-05-22,4,814.66,True,False,True,True,2025-06-08 00:00:00+00:00
881,Juan,Garcia,juan.garcia294@outlook.com.br,(11) 900000881,novo,,,0,0.0,True,False,False,True,2026-03-19 00:00:00+00:00
882,Camila,Pastor,camila.pastor895@outlook.com.br,(11) 900000882,regular,2026-03-23,2026-06-01,2,783.53,True,False,False,True,2024-12-04 00:00:00+00:00
883,Luiz Felipe,Rezende,luiz felipe.rezende53@outlook.com.br,(11) 900000883,novo,,,0,0.0,True,False,True,True,2026-03-18 00:00:00+00:00
884,Enzo,Campos,enzo.campos493@live.com,(96) 93099-9741,premium,2024-12-27,2026-06-19,15,7438.98,True,False,False,True,2024-08-11 00:00:00+00:00
885,Luiz Miguel,Gomes,luiz miguel.gomes220@live.com,(73) 94921-5182,regular,2025-08-30,2026-04-05,3,566.14,True,False,True,True,2025-06-20 00:00:00+00:00
886,Jade,Sampaio,jade.sampaio517@gmail.com,(55) 98887-1898,regular,2025-12-17,2026-06-25,3,912.69,True,False,False,True,2025-07-17 00:00:00+00:00
887,Josué,,josué.sá410@uol.com.br,(11) 900000887,dormant,2025-04-06,2025-04-06,1,273.28,True,False,False,True,2025-03-14 00:00:00+00:00
888,Bruno,Cardoso,bruno.cardoso943@uol.com.br,(11) 900000888,regular,2026-01-30,2026-04-06,3,734.97,True,False,False,True,2025-05-23 00:00:00+00:00
889,Emanuella,Nogueira,emanuella.nogueira68@yahoo.com.br,(68) 90340-8487,premium,2025-04-15,2026-06-14,12,10577.44,True,True,False,True,2024-11-11 00:00:00+00:00
890,João Lucas,Oliveira,joão lucas.oliveira196@live.com,(28) 98598-8310,regular,2026-01-31,2026-05-20,2,841.76,False,False,False,True,2024-12-02 00:00:00+00:00
891,Renan,Andrade,renan.andrade375@uol.com.br,(11) 900000891,regular,2026-01-30,2026-04-29,2,1775.4,True,False,False,True,2024-12-26 00:00:00+00:00
892,Agatha,Cardoso,agatha.cardoso899@outlook.com.br,(11) 900000892,regular,2025-10-11,2026-06-11,4,1393.03,True,False,True,True,2025-08-01 00:00:00+00:00
893,Thomas,Rocha,thomas.rocha717@outlook.com.br,(11) 900000893,regular,2026-03-16,2026-05-21,3,1687.54,True,False,False,True,2025-03-16 00:00:00+00:00
894,Luan,Leão,luan.leão221@yahoo.com.br,(28) 96609-3141,dormant,2024-12-06,2024-12-06,1,179.3,True,False,False,True,2025-04-21 00:00:00+00:00
895,Sophia,Camargo,sophia.camargo451@icloud.com,(64) 91515-5423,novo,,,0,0.0,True,True,False,True,2026-01-21 00:00:00+00:00
896,Yan,Albuquerque,yan.albuquerque44@hotmail.com,(49) 93611-2849,premium,2025-02-03,2026-06-03,23,7919.14,True,False,True,True,2024-03-23 00:00:00+00:00
897,Mariana,Brito,mariana.brito791@icloud.com,(42) 99484-9102,regular,2026-03-20,2026-06-27,2,1871.66,True,False,True,True,2025-02-22 00:00:00+00:00
898,Anna Liz,Sá,anna liz.sá306@outlook.com.br,(11) 900000898,regular,2026-02-21,2026-04-23,3,1328.03,True,False,False,True,2025-04-23 00:00:00+00:00
899,Valentim,Albuquerque,valentim.albuquerque923@icloud.com,(11) 900000899,regular,2025-08-07,2026-06-20,3,1948.76,True,False,True,True,2025-05-05 00:00:00+00:00
900,Larissa,Santos,larissa.santos869@live.com,,regular,2026-03-19,2026-06-01,4,907.79,True,False,False,True,2025-08-15 00:00:00+00:00
901,Luiz Otávio,Macedo,luiz otávio.macedo144@terra.com.br,(84) 98446-8341,dormant,2025-12-30,2025-12-30,1,112.27,True,True,False,True,2024-04-14 00:00:00+00:00
902,Ana Laura,Jesus,ana laura.902@exemplo.com.br,(11) 900000902,premium,2025-07-14,2026-06-05,10,2428.7,True,False,True,True,2024-11-03 00:00:00+00:00
903,Allana,Novaes,allana.novaes165@live.com,(11) 900000903,premium,2024-10-08,2026-06-26,6,8394.14,True,False,False,True,2024-12-14 00:00:00+00:00
904,Jade,,jade.albuquerque393@uol.com.br,(11) 900000904,novo,,,0,0.0,True,False,True,True,2026-02-10 00:00:00+00:00
905,Manuela,Cavalcante,manuela.cavalcante584@icloud.com,(11) 900000905,dormant,2025-08-08,2025-08-08,1,202.46,True,False,True,True,2024-08-13 00:00:00+00:00
906,Maya,Garcia,maya.garcia428@yahoo.com.br,,dormant,2025-01-19,2025-01-19,1,244.24,True,False,False,True,2025-05-17 00:00:00+00:00
907,Evelyn,Camargo,evelyn.camargo301@terra.com.br,(11) 900000907,premium,2025-07-20,2026-06-02,17,8345.26,True,False,False,True,2025-07-05 00:00:00+00:00
908,André,Sousa,andré.sousa626@outlook.com.br,(11) 900000908,dormant,2025-06-14,2025-06-14,1,301.95,True,False,False,True,2024-11-14 00:00:00+00:00
909,Anthony Gabriel,Pimenta,anthony gabriel.pimenta640@live.com,(34) 94510-5265,premium,2025-10-04,2026-06-26,11,9748.39,True,True,True,True,2024-11-20 00:00:00+00:00
910,Antony,Brito,antony.brito435@outlook.com.br,(91) 93188-2617,novo,,,0,0.0,True,False,False,True,2026-06-21 00:00:00+00:00
911,Anthony Gabriel,Cassiano,anthony gabriel.cassiano278@bol.com.br,(11) 900000911,dormant,2024-11-28,2024-11-28,1,56.73,True,False,True,True,2024-02-19 00:00:00+00:00
912,Vitor Gabriel,Caldeira,vitor gabriel.caldeira575@live.com,(74) 92256-0531,regular,2025-11-25,2026-05-06,2,1722.81,False,False,True,True,2025-02-03 00:00:00+00:00
913,Mateus,da Paz,mateus.dapaz591@gmail.com,(11) 900000913,dormant,2024-10-03,2024-10-03,1,85.34,True,True,True,True,2024-02-17 00:00:00+00:00
914,Isaac,Leão,isaac.leão520@live.com,,premium,2024-07-21,2026-06-05,17,4269.59,True,False,False,True,2025-04-14 00:00:00+00:00
915,Ísis,Monteiro,ísis.monteiro344@yahoo.com.br,(33) 96862-1102,regular,2025-12-21,2026-04-05,2,1733.41,True,False,False,True,2024-12-12 00:00:00+00:00
916,Leonardo,Ferreira,leonardo.ferreira396@icloud.com,(11) 900000916,dormant,2025-03-24,2025-03-24,1,415.34,True,False,True,True,2024-03-27 00:00:00+00:00
917,Amanda,da Paz,amanda.dapaz164@live.com,(11) 900000917,dormant,2025-05-02,2025-05-02,1,263.11,True,False,True,False,2025-03-06 00:00:00+00:00
918,Ian,,ian.daluz56@uol.com.br,,regular,2025-10-26,2026-05-03,3,1631.35,True,False,False,True,2025-07-18 00:00:00+00:00
919,Liz,Costa,liz.costa680@live.com,(11) 900000919,regular,2025-08-18,2026-06-14,2,1297.87,True,False,True,True,2025-05-01 00:00:00+00:00
920,João,Guerra,joão.guerra722@gmail.com,,dormant,2024-09-26,2024-09-26,1,186.58,True,False,True,True,2025-06-06 00:00:00+00:00
921,Yan,Correia,yan.correia280@yahoo.com.br,(69) 90931-0668,regular,2026-01-24,2026-05-07,4,1141.11,True,False,False,True,2025-08-31 00:00:00+00:00
922,Ana Laura,Sampaio,ana laura.sampaio604@uol.com.br,(11) 900000922,regular,2025-09-03,2026-04-09,4,1612.71,True,False,False,True,2025-05-23 00:00:00+00:00
923,Henry,da Mata,henry.damata942@terra.com.br,(15) 95635-0200,dormant,2025-11-04,2025-11-04,1,79.98,True,True,True,True,2024-06-15 00:00:00+00:00
924,Cauã,Ribeiro,cauã.ribeiro895@terra.com.br,(11) 900000924,regular,2025-11-06,2026-05-13,4,968.0,True,False,False,True,2025-04-24 00:00:00+00:00
925,Mariane,Fonseca,mariane.fonseca42@terra.com.br,(22) 91108-2555,regular,2026-03-19,2026-06-06,3,686.92,True,False,True,True,2024-12-02 00:00:00+00:00
926,Sarah,Pereira,sarah.pereira923@terra.com.br,(11) 900000926,regular,2025-12-21,2026-04-10,4,975.61,True,True,True,True,2025-07-13 00:00:00+00:00
927,Isaque,Aparecida,isaque.aparecida267@uol.com.br,(11) 900000927,novo,,,0,0.0,False,False,False,True,2026-04-30 00:00:00+00:00
928,Nathan,,nathan.nascimento8@yahoo.com.br,(11) 900000928,regular,2026-01-05,2026-04-15,4,1604.12,True,False,False,True,2025-02-27 00:00:00+00:00
929,Manuela,Pires,manuela.pires794@hotmail.com,(73) 91768-8029,dormant,2025-03-22,2025-03-22,1,452.14,True,True,False,True,2025-06-28 00:00:00+00:00
930,Yan,Sampaio,yan.sampaio302@yahoo.com.br,(18) 90903-6788,dormant,2025-03-01,2025-03-01,1,50.42,True,True,True,True,2025-07-02 00:00:00+00:00
931,Dom,Cavalcante,dom.cavalcante378@live.com,(96) 96866-9432,regular,2025-11-07,2026-05-06,3,1290.15,True,True,False,True,2024-11-29 00:00:00+00:00
932,André,Castro,andré.castro995@uol.com.br,(11) 900000932,novo,,,0,0.0,True,False,False,True,2026-05-27 00:00:00+00:00
933,Vitor Gabriel,Novaes,vitor gabriel.novaes674@hotmail.com,(11) 900000933,premium,2025-04-19,2026-06-20,7,5370.12,True,False,False,True,2024-08-04 00:00:00+00:00
934,João Felipe,da Mata,joão felipe.damata274@gmail.com,,dormant,2025-06-08,2025-06-08,1,98.54,True,False,False,True,2024-09-13 00:00:00+00:00
935,Theo,Costela,theo.costela447@icloud.com,(11) 900000935,novo,,,0,0.0,True,False,False,True,2026-02-18 00:00:00+00:00
936,João Felipe,Jesus,joão felipe.jesus148@bol.com.br,(33) 90053-4240,regular,2026-01-25,2026-05-27,4,1267.85,True,False,False,False,2024-12-19 00:00:00+00:00
937,Stephany,Ribeiro,stephany.ribeiro241@hotmail.com,(51) 94983-7354,dormant,2025-03-31,2025-03-31,1,325.67,False,True,True,True,2024-05-08 00:00:00+00:00
938,Nicolas,Pacheco,nicolas.pacheco382@outlook.com.br,(11) 900000938,premium,2024-08-31,2026-06-02,18,2202.31,True,False,False,False,2025-01-03 00:00:00+00:00
939,Luiz Miguel,Marques,luiz miguel.939@exemplo.com.br,,premium,2024-10-21,2026-06-22,11,2414.14,True,False,False,True,2025-01-04 00:00:00+00:00
940,Luiz Gustavo,Correia,luiz gustavo.correia308@live.com,(11) 900000940,novo,,,0,0.0,True,False,False,True,2026-01-18 00:00:00+00:00
941,Davi Miguel,Casa Grande,davi miguel.casagrande886@hotmail.com,(69) 93761-8209,regular,2025-12-24,2026-05-09,2,696.68,True,False,False,True,2025-05-17 00:00:00+00:00
942,Guilherme,Garcia,guilherme.garcia8@outlook.com.br,(11) 900000942,regular,2025-09-16,2026-04-12,3,531.79,True,False,False,True,2025-09-19 00:00:00+00:00
943,Apollo,Vieira,apollo.vieira364@gmail.com,(11) 900000943,dormant,2025-11-24,2025-11-24,1,450.97,True,False,False,True,2025-05-20 00:00:00+00:00
944,Luan,,luan.dasneves520@terra.com.br,(87) 92308-4810,regular,2025-10-03,2026-04-06,2,1893.92,True,False,False,True,2025-05-02 00:00:00+00:00
945,Caio,Caldeira,caio.caldeira453@icloud.com,(19) 91862-0303,regular,2025-08-06,2026-04-03,4,1466.84,True,True,False,True,2025-01-24 00:00:00+00:00
946,Letícia,Gomes,letícia.gomes471@yahoo.com.br,(43) 94361-7213,dormant,2025-07-25,2025-07-25,1,276.04,True,False,True,True,2024-01-12 00:00:00+00:00
947,Gustavo,,gustavo.947@exemplo.com.br,(11) 900000947,regular,2025-12-15,2026-06-10,2,1685.61,True,False,False,True,2025-04-07 00:00:00+00:00
948,Luiz Henrique,Lima,luiz henrique.lima765@icloud.com,(35) 99262-4945,novo,,,0,0.0,False,False,False,True,2026-03-06 00:00:00+00:00
949,Gustavo Henrique,da Mata,gustavo henrique.damata921@live.com,(47) 94102-2526,regular,2026-03-20,2026-05-20,3,1680.99,True,False,False,True,2025-07-11 00:00:00+00:00
950,Maitê,Silveira,maitê.silveira278@live.com,(11) 900000950,premium,2024-07-26,2026-06-23,15,5523.82,True,True,True,True,2025-06-20 00:00:00+00:00
951,Luiz Otávio,Vargas,luiz otávio.vargas762@outlook.com.br,(43) 95767-6952,regular,2025-11-20,2026-06-03,3,1076.29,True,False,True,True,2025-09-06 00:00:00+00:00
952,Samuel,Gomes,samuel.gomes847@outlook.com.br,(93) 98878-8361,regular,2026-01-15,2026-05-28,3,1743.39,True,False,True,True,2025-03-01 00:00:00+00:00
953,Laura,Moura,laura.moura267@uol.com.br,(11) 900000953,premium,2025-04-30,2026-06-26,16,6602.26,True,False,True,True,2024-05-31 00:00:00+00:00
954,João Felipe,Camargo,joão felipe.camargo454@gmail.com,,dormant,2025-03-11,2025-03-11,1,371.06,False,False,False,True,2024-08-02 00:00:00+00:00
955,Cecília,Fonseca,cecília.fonseca560@yahoo.com.br,,regular,2025-12-15,2026-05-28,4,1140.66,True,True,False,True,2025-09-11 00:00:00+00:00
956,Ana Beatriz,Marques,ana beatriz.marques602@yahoo.com.br,(67) 93330-2126,dormant,2024-09-26,2024-09-26,1,154.73,True,False,False,True,2025-02-10 00:00:00+00:00
957,Benjamim,Sampaio,benjamim.sampaio50@outlook.com.br,(48) 90191-7920,regular,2025-12-29,2026-05-20,4,1788.22,True,True,True,True,2025-07-02 00:00:00+00:00
958,Juan,,juan.fonseca287@yahoo.com.br,(11) 900000958,regular,2025-10-16,2026-06-05,2,1533.84,True,True,False,True,2025-09-09 00:00:00+00:00
959,João Lucas,Souza,joão lucas.souza120@icloud.com,,dormant,2025-07-25,2025-07-25,1,399.85,True,True,False,True,2025-04-19 00:00:00+00:00
960,Ana Clara,Melo,ana clara.melo609@outlook.com.br,(37) 97041-2009,dormant,2025-09-25,2025-09-25,1,132.32,True,False,True,True,2024-01-27 00:00:00+00:00
961,Luiz Felipe,Montenegro,luiz felipe.montenegro214@yahoo.com.br,(11) 900000961,novo,,,0,0.0,False,True,False,True,2026-01-21 00:00:00+00:00
962,Rafael,Lima,rafael.lima231@yahoo.com.br,(13) 91862-3690,dormant,2024-08-28,2024-08-28,1,340.88,True,False,False,True,2024-11-22 00:00:00+00:00
